"country","1800","1801","1802","1803","1804","1805","1806","1807","1808","1809","1810","1811","1812","1813","1814","1815","1816","1817","1818","1819","1820","1821","1822","1823","1824","1825","1826","1827","1828","1829","1830","1831","1832","1833","1834","1835","1836","1837","1838","1839","1840","1841","1842","1843","1844","1845","1846","1847","1848","1849","1850","1851","1852","1853","1854","1855","1856","1857","1858","1859","1860","1861","1862","1863","1864","1865","1866","1867","1868","1869","1870","1871","1872","1873","1874","1875","1876","1877","1878","1879","1880","1881","1882","1883","1884","1885","1886","1887","1888","1889","1890","1891","1892","1893","1894","1895","1896","1897","1898","1899","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2013","2015"
"Cameroon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,3,0,1,2,1,2,0,2,0,1,0,2,3,1,1,1,0,0,1,1,2,1,0,2,2,0,2,0,2,0,2,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Canada",0,1,0,0,1,1,0,0,1,1,1,1,0,1,3,1,0,1,2,3,3,1,2,1,2,1,1,0,3,3,4,4,4,0,2,2,2,7,3,4,3,4,0,4,4,3,2,5,7,9,2,2,2,2,4,7,4,7,8,8,8,6,8,9,5,9,8,12,8,3,10,6,9,4,13,14,8,8,7,10,4,10,9,9,8,11,6,10,6,11,8,5,7,7,6,12,8,16,3,11,6,5,12,18,17,14,16,13,16,13,20,16,15,20,24,16,19,21,31,28,28,21,26,35,23,37,18,27,12,30,25,35,26,30,20,32,25,17,28,30,23,40,48,46,26,26,40,32,26,20,25,26,29,32,31,22,30,17,24,24,18,20,23,18,16,10,13,8,5,14,9,9,10,8,12,10,3,5,6,6,4,3,2,2,1,1,2,2,3,2,3,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Central African Rep.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chile",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,3,1,1,1,3,0,0,0,0,0,1,0,0,0,0,1,2,1,1,0,1,0,2,2,1,2,0,1,3,1,2,2,1,3,1,4,2,3,1,1,1,5,3,0,5,2,0,3,0,1,1,0,0,0,2,3,1,1,0,2,4,1,2,2,2,2,0,2,4,2,6,3,5,9,4,1,1,1,4,2,2,4,4,9,2,6,2,3,9,3,0,5,3,3,10,5,7,11,5,4,6,8,8,2,6,9,7,4,5,9,7,8,5,14,15,7,7,12,14,7,10,10,9,12,13,10,15,8,4,8,8,6,5,1,6,6,7,10,5,0,4,4,4,3,4,2,3,4,2,3,1,0,1,0,1,1,1,1,1,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China",0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,2,2,1,2,2,0,0,1,3,2,2,2,0,1,1,2,5,0,2,2,2,0,1,2,2,4,3,3,4,6,3,5,4,10,7,7,14,5,6,7,10,16,6,12,8,13,11,12,5,11,8,9,6,17,20,14,14,12,14,13,17,16,22,25,17,6,24,13,9,14,22,12,19,22,20,16,18,28,31,22,19,15,18,19,14,7,14,13,14,14,23,13,13,10,10,20,17,11,13,11,16,12,18,11,18,24,32,18,19,15,7,5,9,6,3,7,6,2,6,1,5,4,1,4,6,5,2,6,3,0,2,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Colombia",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,1,3,1,1,0,1,0,1,3,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,2,0,1,0,2,2,0,3,0,1,1,2,0,0,1,0,2,0,2,1,1,4,3,2,1,1,1,2,1,0,4,3,4,1,0,3,4,1,1,1,2,3,3,3,2,3,3,1,5,5,3,0,4,3,7,1,6,8,5,3,2,1,8,3,5,4,7,5,5,5,1,4,4,3,4,2,3,0,4,5,4,4,2,5,2,1,3,2,1,1,4,1,2,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Congo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Costa Rica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,2,1,0,1,0,0,0,0,1,1,1,0,0,0,2,1,2,0,0,1,0,0,2,1,0,2,0,3,2,1,0,0,0,3,0,1,3,2,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Croatia",1,0,2,0,0,1,0,0,0,1,0,1,2,0,1,0,1,0,0,1,0,0,0,0,2,0,1,1,1,0,0,0,1,1,2,4,1,0,1,0,1,1,0,2,1,2,2,2,0,2,0,1,0,1,1,1,4,3,1,1,1,1,0,2,0,3,1,1,2,2,0,0,0,1,2,2,0,0,1,4,0,1,1,1,1,0,3,1,3,3,3,2,2,1,2,3,3,3,1,1,1,2,5,1,0,2,4,4,1,2,1,2,2,7,2,2,2,4,4,2,2,2,8,7,10,2,2,4,4,8,8,3,3,4,3,2,2,3,4,6,2,3,2,1,2,5,6,3,2,2,1,5,5,3,1,5,3,3,0,3,0,0,2,3,3,2,6,3,3,0,3,2,2,0,2,1,2,3,0,1,0,2,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cuba",1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,1,0,0,0,1,1,1,0,3,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,1,1,0,1,1,1,0,1,0,0,1,0,2,3,0,0,1,1,1,2,0,1,3,0,2,1,0,3,0,3,1,3,2,0,1,3,1,4,2,1,1,4,0,5,4,3,2,8,4,5,6,4,4,3,2,5,3,2,3,3,1,5,1,5,3,1,1,2,2,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyprus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Czechia",3,13,5,7,7,6,3,9,8,5,6,4,8,6,8,10,3,6,5,7,6,9,9,8,8,8,7,6,4,5,5,10,9,5,14,8,9,7,16,11,5,17,11,11,12,14,11,12,14,8,16,14,7,15,16,19,16,19,11,10,14,21,13,11,13,14,16,14,21,18,21,10,21,14,13,16,17,21,15,23,20,26,20,19,19,14,20,19,21,15,20,25,10,14,14,18,13,17,14,14,18,23,22,22,20,17,24,20,13,19,8,15,17,11,10,8,7,13,13,23,18,25,21,24,31,37,28,25,37,34,40,39,36,32,24,25,32,31,28,27,42,37,32,39,53,20,18,6,15,10,11,7,11,7,10,7,7,9,6,5,7,3,2,4,4,5,5,6,8,4,3,4,4,4,3,2,2,3,4,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Côte d'Ivoire",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dem. Rep. Congo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,2,1,1,2,3,1,0,2,0,3,2,1,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Denmark",2,3,2,2,2,2,1,1,2,3,3,4,3,4,5,6,4,2,9,3,3,5,8,5,4,5,2,5,0,4,5,5,1,2,5,4,6,3,5,6,5,3,9,10,3,4,6,3,4,7,8,4,4,6,6,12,3,7,9,4,4,5,6,4,3,2,8,9,5,6,5,8,10,16,10,6,6,5,7,5,4,4,3,5,4,8,5,7,8,3,6,3,9,8,6,5,11,5,2,3,5,4,3,5,7,6,1,5,4,8,5,4,5,2,0,9,3,5,10,6,4,4,11,5,3,2,5,2,6,4,4,4,3,2,3,7,4,5,5,2,5,13,8,8,9,8,11,6,8,6,6,3,7,6,2,4,3,3,6,4,7,4,3,6,3,4,4,3,4,3,7,5,2,1,4,5,2,1,0,3,0,2,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dominican Rep.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,2,0,2,0,0,0,0,3,2,0,3,1,2,0,0,1,4,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Ecuador",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,2,0,1,1,0,1,3,0,1,0,2,2,2,3,3,2,1,0,1,3,3,2,2,2,1,1,0,4,0,0,1,0,1,1,1,1,1,1,1,0,2,0,1,0,1,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Egypt",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,2,2,1,0,1,2,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,2,0,0,3,0,0,3,0,0,1,2,1,3,4,1,2,2,0,3,3,1,4,2,1,2,5,5,2,4,4,3,1,8,3,2,4,6,3,5,4,5,9,3,5,5,4,7,3,5,5,5,14,8,4,5,14,4,4,8,7,1,6,6,6,4,5,4,2,2,2,1,2,2,0,1,3,0,1,1,0,0,2,3,0,1,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El Salvador",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eq. Guinea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eritrea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Estonia",0,3,1,2,3,1,0,0,4,2,0,1,2,1,1,0,2,2,0,2,0,1,2,2,1,0,1,1,0,0,1,0,1,1,2,1,1,0,3,4,1,2,1,3,2,1,0,2,0,4,1,6,1,2,1,1,1,1,2,3,2,1,0,2,4,4,2,0,2,1,2,1,0,2,3,2,1,3,5,0,4,4,2,4,6,5,2,5,3,0,3,3,1,5,4,1,0,4,6,2,4,5,4,1,2,2,2,4,1,5,1,1,3,1,1,3,1,0,3,1,2,2,1,3,0,7,6,3,7,7,2,0,3,0,2,5,5,4,2,1,2,0,0,2,0,0,2,1,0,2,2,3,1,2,4,2,3,4,1,5,1,1,1,1,1,1,1,1,0,1,0,4,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ethiopia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,1,1,1,2,0,1,0,1,0,2,1,0,0,0,1,0,0,2,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Falkland Is.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fiji",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Finland",1,1,2,1,0,3,0,1,0,0,5,0,0,2,1,1,0,1,3,1,3,5,4,3,1,1,2,3,3,0,2,2,1,0,2,1,3,1,4,4,0,4,9,3,3,2,1,4,5,3,3,3,4,5,6,2,0,6,4,0,5,4,6,6,3,4,3,3,6,4,8,2,6,7,2,5,10,6,6,8,8,6,7,6,12,9,5,5,7,4,7,6,7,8,4,12,2,4,3,4,6,7,4,3,5,6,4,8,8,7,5,8,7,8,4,9,8,4,9,6,7,6,7,3,13,8,8,9,12,7,11,15,6,11,9,6,10,10,9,10,11,19,9,11,7,11,20,9,17,10,8,4,18,11,7,6,5,5,7,7,6,2,3,2,4,3,3,3,4,2,2,4,3,3,0,2,3,2,2,0,0,1,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"France",39,55,51,35,43,41,37,41,38,55,37,41,54,41,69,68,45,60,39,40,57,46,50,49,50,48,45,52,62,50,54,36,44,54,56,50,57,54,54,55,59,58,69,69,76,55,57,52,50,54,46,52,73,65,61,53,75,70,63,72,69,69,76,60,65,64,62,70,67,52,77,56,84,76,73,61,78,78,55,71,67,79,58,52,59,69,51,43,51,57,48,62,56,58,52,66,49,58,68,45,85,81,75,80,79,72,79,75,81,72,93,81,100,80,81,70,55,62,60,65,144,134,98,125,122,112,105,109,84,88,89,86,95,92,98,79,100,83,98,87,92,84,116,118,120,103,150,147,126,123,95,79,98,92,80,91,56,84,54,74,72,69,68,54,62,57,47,54,47,52,38,43,40,23,31,23,20,20,12,10,12,12,10,5,2,6,5,2,1,4,0,2,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Gabon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
